age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
23,athletic,graduated from two-year college,white,72,30000,construction / craftsmanship,straight,catholicism,m,libra,single
21,fit,working on college/university,other,71,80000,sales / marketing / biz dev,bisexual,,m,sagittarius and it&rsquo;s fun to think about,single
28,jacked,graduated from high school,"asian, white",77,20000,unemployed,straight,christianity and very serious about it,m,taurus and it matters a lot,single
36,athletic,working on college/university,white,69,80000,construction / craftsmanship,straight,,m,aquarius but it doesn&rsquo;t matter,single
27,fit,graduated from college/university,white,74,80000,sales / marketing / biz dev,straight,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
27,a little extra,graduated from college/university,black,75,20000,other,straight,christianity and somewhat serious about it,m,libra and it matters a lot,single
25,athletic,graduated from college/university,white,73,100000,science / tech / engineering,straight,,m,,single
51,athletic,graduated from two-year college,white,65,80000,hospitality / travel,straight,catholicism,f,gemini,single
29,average,graduated from college/university,indian,70,100000,computer / hardware / software,straight,other but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
54,athletic,graduated from college/university,white,67,80000,science / tech / engineering,gay,other and laughing about it,m,aries and it&rsquo;s fun to think about,single
31,athletic,graduated from college/university,white,66,70000,computer / hardware / software,straight,buddhism and laughing about it,m,capricorn and it&rsquo;s fun to think about,single
63,average,two-year college,white,72,30000,transportation,gay,catholicism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,single
35,fit,graduated from masters program,white,68,100000,computer / hardware / software,straight,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
30,skinny,dropped out of space camp,white,72,20000,construction / craftsmanship,straight,other and laughing about it,m,taurus,single
55,athletic,graduated from two-year college,white,70,20000,hospitality / travel,straight,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
32,fit,graduated from college/university,white,72,40000,entertainment / media,straight,agnosticism and somewhat serious about it,m,leo and it&rsquo;s fun to think about,single
46,average,graduated from two-year college,white,70,50000,science / tech / engineering,straight,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
20,thin,dropped out of college/university,other,71,70000,education / academia,gay,atheism and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,single
20,fit,graduated from high school,"black, hispanic / latin",66,20000,entertainment / media,gay,other,m,gemini and it&rsquo;s fun to think about,single
29,fit,dropped out of ph.d program,white,80,100000,science / tech / engineering,straight,other and very serious about it,m,cancer but it doesn&rsquo;t matter,single
23,thin,graduated from high school,other,71,30000,other,straight,other,m,virgo,single
61,average,graduated from college/university,white,72,100000,sales / marketing / biz dev,straight,agnosticism and laughing about it,m,,single
19,athletic,,white,78,80000,student,straight,,m,pisces,single
31,full figured,working on college/university,white,74,30000,hospitality / travel,straight,agnosticism,m,sagittarius and it&rsquo;s fun to think about,single
38,average,graduated from college/university,white,70,150000,computer / hardware / software,straight,,m,taurus and it&rsquo;s fun to think about,single
38,fit,graduated from college/university,white,70,150000,executive / management,straight,other but not too serious about it,m,,available
40,athletic,graduated from two-year college,white,70,100000,political / government,straight,catholicism,m,cancer,single
45,a little extra,dropped out of college/university,white,68,100000,computer / hardware / software,straight,judaism but not too serious about it,m,scorpio,single
25,average,working on masters program,asian,64,20000,student,straight,,f,cancer and it&rsquo;s fun to think about,single
37,athletic,graduated from masters program,indian,68,150000,executive / management,straight,hinduism but not too serious about it,m,taurus,single
26,athletic,graduated from masters program,white,70,100000,science / tech / engineering,straight,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,single
20,average,working on college/university,white,67,20000,student,gay,atheism,f,taurus and it&rsquo;s fun to think about,single
26,average,,black,68,40000,clerical / administrative,straight,other,f,cancer,single
27,athletic,graduated from college/university,white,69,40000,clerical / administrative,straight,,m,scorpio but it doesn&rsquo;t matter,single
24,curvy,graduated from college/university,"black, native american, other",68,30000,law / legal services,straight,christianity but not too serious about it,f,aquarius,single
49,average,graduated from masters program,other,71,60000,executive / management,straight,christianity and somewhat serious about it,m,,single
24,fit,graduated from college/university,"asian, other",63,30000,medicine / health,gay,,f,cancer and it&rsquo;s fun to think about,single
30,athletic,working on college/university,"native american, white",68,20000,student,straight,atheism and laughing about it,m,pisces and it&rsquo;s fun to think about,single
42,average,graduated from college/university,"black, white, other",75,150000,sales / marketing / biz dev,straight,buddhism and laughing about it,m,aries and it&rsquo;s fun to think about,single
37,fit,graduated from college/university,asian,63,100000,computer / hardware / software,straight,agnosticism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,single
25,average,working on college/university,white,67,20000,artistic / musical / writer,gay,,m,,single
46,curvy,graduated from masters program,,63,50000,other,bisexual,other and very serious about it,f,sagittarius and it&rsquo;s fun to think about,seeing someone
27,a little extra,,,74,80000,other,straight,,m,taurus but it doesn&rsquo;t matter,single
45,curvy,graduated from two-year college,white,73,20000,rather not say,gay,christianity,m,gemini and it&rsquo;s fun to think about,available
34,fit,graduated from college/university,white,74,100000,science / tech / engineering,gay,atheism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,white,73,50000,entertainment / media,straight,other,m,leo and it&rsquo;s fun to think about,single
35,average,graduated from college/university,white,71,100000,computer / hardware / software,straight,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
43,athletic,graduated from college/university,white,70,100000,entertainment / media,straight,agnosticism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,single
25,fit,graduated from masters program,white,70,20000,student,straight,atheism and laughing about it,m,aquarius but it doesn&rsquo;t matter,single
24,athletic,working on college/university,,71,70000,political / government,gay,islam but not too serious about it,m,leo and it&rsquo;s fun to think about,single
47,athletic,graduated from high school,,69,80000,construction / craftsmanship,straight,christianity,m,leo but it doesn&rsquo;t matter,single
24,average,working on college/university,white,72,20000,artistic / musical / writer,straight,agnosticism and laughing about it,m,scorpio but it doesn&rsquo;t matter,single
37,overweight,dropped out of two-year college,,69,100000,computer / hardware / software,straight,agnosticism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,available
29,athletic,graduated from college/university,black,70,50000,computer / hardware / software,straight,christianity but not too serious about it,m,aries but it doesn&rsquo;t matter,available
27,average,graduated from college/university,white,72,40000,construction / craftsmanship,straight,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,single
29,average,dropped out of two-year college,,72,20000,construction / craftsmanship,straight,buddhism but not too serious about it,m,cancer,single
35,fit,graduated from two-year college,,76,60000,science / tech / engineering,straight,atheism,m,leo but it doesn&rsquo;t matter,single
19,used up,dropped out of space camp,"asian, indian, pacific islander",64,20000,artistic / musical / writer,straight,christianity and very serious about it,f,sagittarius and it&rsquo;s fun to think about,single
32,thin,graduated from ph.d program,white,67,100000,computer / hardware / software,straight,atheism and laughing about it,m,aries but it doesn&rsquo;t matter,single
47,a little extra,graduated from masters program,white,67,60000,education / academia,bisexual,buddhism and somewhat serious about it,m,leo and it&rsquo;s fun to think about,single
24,average,graduated from college/university,"hispanic / latin, white",74,80000,artistic / musical / writer,straight,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,single
24,fit,working on college/university,"black, native american, pacific islander",71,20000,other,straight,christianity but not too serious about it,m,libra and it&rsquo;s fun to think about,single
27,athletic,graduated from college/university,"black, white",70,80000,entertainment / media,straight,atheism,m,,single
23,a little extra,graduated from college/university,white,75,20000,unemployed,gay,christianity and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,available
24,athletic,working on masters program,white,73,50000,education / academia,straight,catholicism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
39,average,working on two-year college,black,72,20000,transportation,straight,catholicism but not too serious about it,m,taurus,single
24,fit,working on ph.d program,white,65,30000,student,straight,agnosticism,f,,single
25,athletic,graduated from high school,black,74,30000,entertainment / media,straight,other,m,aries but it doesn&rsquo;t matter,single
43,athletic,graduated from college/university,,69,40000,medicine / health,straight,other,m,gemini and it&rsquo;s fun to think about,single
40,athletic,graduated from med school,asian,70,100000,medicine / health,gay,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
35,fit,dropped out of space camp,,67,20000,other,straight,,m,pisces but it doesn&rsquo;t matter,single
19,average,working on college/university,white,72,20000,student,gay,agnosticism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,seeing someone
22,overweight,working on college/university,white,73,20000,student,straight,other,m,aquarius but it doesn&rsquo;t matter,single
22,athletic,working on two-year college,"hispanic / latin, white",68,20000,,straight,atheism but not too serious about it,m,,available
26,,graduated from high school,white,77,20000,sales / marketing / biz dev,straight,,m,aquarius but it doesn&rsquo;t matter,single
25,athletic,graduated from college/university,other,66,70000,banking / financial / real estate,straight,,m,capricorn and it&rsquo;s fun to think about,single
36,curvy,graduated from masters program,white,62,50000,science / tech / engineering,straight,christianity,f,cancer,single
28,a little extra,working on masters program,white,64,20000,,gay,atheism and somewhat serious about it,f,,single
34,curvy,,white,70,60000,hospitality / travel,gay,,f,leo but it doesn&rsquo;t matter,available
29,fit,graduated from space camp,white,69,80000,artistic / musical / writer,straight,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,seeing someone
38,athletic,graduated from college/university,white,69,70000,sales / marketing / biz dev,straight,agnosticism but not too serious about it,m,virgo but it doesn&rsquo;t matter,single
39,a little extra,working on two-year college,black,69,20000,medicine / health,straight,other and somewhat serious about it,m,sagittarius,available
36,fit,dropped out of high school,white,72,100000,science / tech / engineering,straight,agnosticism and laughing about it,m,scorpio but it doesn&rsquo;t matter,available
30,a little extra,graduated from college/university,hispanic / latin,70,20000,education / academia,straight,catholicism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
25,jacked,dropped out of space camp,white,70,70000,other,straight,atheism and laughing about it,f,aries,single
21,curvy,working on college/university,white,65,20000,other,straight,atheism,f,gemini and it&rsquo;s fun to think about,single
34,fit,dropped out of space camp,,63,20000,artistic / musical / writer,straight,agnosticism and laughing about it,m,taurus and it&rsquo;s fun to think about,single
34,athletic,graduated from college/university,other,72,150000,science / tech / engineering,straight,agnosticism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,single
23,average,working on high school,white,72,40000,computer / hardware / software,bisexual,judaism and laughing about it,m,leo but it doesn&rsquo;t matter,single
22,athletic,,white,72,100000,other,straight,,m,,single
26,athletic,working on ph.d program,white,68,20000,science / tech / engineering,gay,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
19,curvy,working on college/university,"middle eastern, white",67,20000,entertainment / media,straight,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,single
26,athletic,graduated from masters program,white,76,80000,science / tech / engineering,straight,,m,pisces but it doesn&rsquo;t matter,single
30,,graduated from college/university,,73,30000,artistic / musical / writer,straight,,m,libra and it&rsquo;s fun to think about,single
45,fit,graduated from masters program,black,68,150000,executive / management,straight,buddhism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
27,fit,graduated from college/university,"hispanic / latin, white",68,20000,medicine / health,gay,agnosticism and laughing about it,m,aquarius but it doesn&rsquo;t matter,single
32,fit,graduated from college/university,white,69,50000,science / tech / engineering,straight,,m,taurus,single
41,curvy,graduated from masters program,white,66,80000,other,straight,other,f,sagittarius,single
42,fit,graduated from masters program,white,69,100000,executive / management,straight,judaism,m,,single
50,average,working on masters program,white,70,70000,political / government,straight,agnosticism,m,libra but it doesn&rsquo;t matter,single
34,fit,graduated from college/university,,69,80000,science / tech / engineering,straight,agnosticism,m,pisces but it doesn&rsquo;t matter,single
28,fit,,,72,80000,computer / hardware / software,straight,,m,,single
23,athletic,working on college/university,"asian, white",69,30000,computer / hardware / software,straight,christianity and very serious about it,m,aquarius and it&rsquo;s fun to think about,single
24,skinny,graduated from college/university,asian,65,20000,student,straight,other,f,taurus and it&rsquo;s fun to think about,single
21,average,graduated from high school,white,74,20000,student,straight,other but not too serious about it,m,leo but it doesn&rsquo;t matter,single
34,fit,graduated from college/university,other,73,40000,artistic / musical / writer,straight,judaism,m,gemini,single
54,average,dropped out of college/university,white,70,20000,education / academia,straight,agnosticism and laughing about it,m,pisces but it doesn&rsquo;t matter,single
62,average,graduated from masters program,white,66,80000,education / academia,straight,christianity and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,single
38,fit,graduated from college/university,white,69,50000,sales / marketing / biz dev,straight,buddhism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,single
29,curvy,graduated from masters program,white,61,50000,medicine / health,bisexual,atheism and very serious about it,f,scorpio but it doesn&rsquo;t matter,single
33,,graduated from college/university,white,70,40000,hospitality / travel,straight,agnosticism and somewhat serious about it,f,gemini but it doesn&rsquo;t matter,single
24,athletic,working on college/university,"middle eastern, white",72,40000,sales / marketing / biz dev,straight,atheism and laughing about it,m,capricorn and it&rsquo;s fun to think about,single
36,athletic,graduated from masters program,white,67,100000,computer / hardware / software,straight,christianity and somewhat serious about it,m,aries and it&rsquo;s fun to think about,single
43,average,graduated from college/university,white,74,150000,executive / management,straight,,m,aquarius but it doesn&rsquo;t matter,single
28,athletic,graduated from college/university,white,68,40000,science / tech / engineering,straight,other and laughing about it,f,leo and it&rsquo;s fun to think about,single
26,curvy,graduated from high school,white,68,30000,medicine / health,straight,catholicism but not too serious about it,f,libra and it&rsquo;s fun to think about,single
40,thin,graduated from ph.d program,white,69,100000,science / tech / engineering,straight,atheism and very serious about it,m,libra but it doesn&rsquo;t matter,single
26,average,dropped out of two-year college,white,69,20000,sales / marketing / biz dev,bisexual,atheism and laughing about it,f,,single
20,fit,dropped out of college/university,asian,71,50000,science / tech / engineering,straight,atheism but not too serious about it,m,aquarius and it matters a lot,single
29,athletic,high school,white,71,30000,clerical / administrative,straight,,f,pisces,single
46,athletic,graduated from college/university,white,62,50000,education / academia,straight,catholicism and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,single
50,average,graduated from college/university,white,65,100000,sales / marketing / biz dev,straight,,f,cancer,single
32,athletic,working on ph.d program,native american,73,20000,student,straight,other and very serious about it,m,aquarius but it doesn&rsquo;t matter,single
28,average,graduated from college/university,white,63,20000,artistic / musical / writer,gay,other and very serious about it,f,scorpio and it matters a lot,seeing someone
52,a little extra,,black,71,80000,science / tech / engineering,straight,,m,scorpio and it&rsquo;s fun to think about,single
26,fit,working on college/university,white,73,50000,education / academia,straight,atheism,m,leo but it doesn&rsquo;t matter,single
27,average,graduated from college/university,white,62,40000,sales / marketing / biz dev,straight,christianity but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,single
22,athletic,graduated from high school,other,70,40000,executive / management,straight,other and laughing about it,m,sagittarius but it doesn&rsquo;t matter,single
57,a little extra,graduated from masters program,white,72,150000,political / government,straight,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
24,,graduated from college/university,,75,40000,artistic / musical / writer,straight,,m,gemini,single
29,thin,working on college/university,white,74,40000,construction / craftsmanship,straight,agnosticism and laughing about it,m,leo but it doesn&rsquo;t matter,single
39,athletic,graduated from masters program,white,69,80000,,straight,agnosticism,m,,available
24,athletic,working on two-year college,middle eastern,67,20000,other,straight,islam but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
29,fit,graduated from high school,white,70,100000,other,straight,other,m,scorpio but it doesn&rsquo;t matter,single
40,average,graduated from two-year college,white,75,70000,construction / craftsmanship,straight,catholicism and somewhat serious about it,m,virgo but it doesn&rsquo;t matter,single
54,a little extra,two-year college,white,67,70000,construction / craftsmanship,straight,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,single
24,a little extra,graduated from two-year college,"white, other",60,60000,sales / marketing / biz dev,straight,,m,sagittarius and it&rsquo;s fun to think about,single
28,a little extra,dropped out of two-year college,hispanic / latin,67,40000,other,straight,catholicism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,single
32,thin,graduated from college/university,white,74,20000,other,straight,atheism,m,aries but it doesn&rsquo;t matter,single
32,fit,graduated from masters program,"hispanic / latin, white",70,80000,political / government,straight,catholicism,m,scorpio,single
24,athletic,graduated from college/university,white,72,60000,banking / financial / real estate,straight,catholicism,m,,seeing someone
57,full figured,graduated from two-year college,,70,50000,executive / management,gay,,m,aquarius,single
21,full figured,working on college/university,black,67,20000,student,straight,christianity,f,leo and it&rsquo;s fun to think about,single
24,skinny,graduated from college/university,,66,20000,artistic / musical / writer,straight,atheism but not too serious about it,f,cancer and it&rsquo;s fun to think about,single
47,athletic,,white,72,70000,construction / craftsmanship,straight,other and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,single
30,a little extra,,hispanic / latin,67,50000,construction / craftsmanship,straight,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
26,fit,graduated from two-year college,white,71,30000,artistic / musical / writer,gay,christianity but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
29,athletic,graduated from college/university,"middle eastern, white",69,50000,sales / marketing / biz dev,straight,catholicism,m,leo,single
63,fit,graduated from space camp,white,64,100000,law / legal services,straight,other and very serious about it,m,,single
19,thin,working on college/university,white,76,20000,student,gay,other and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,single
49,fit,graduated from college/university,white,66,100000,computer / hardware / software,straight,agnosticism and somewhat serious about it,f,,single
28,a little extra,graduated from college/university,,66,40000,rather not say,bisexual,other,f,pisces but it doesn&rsquo;t matter,single
46,average,,hispanic / latin,65,60000,construction / craftsmanship,straight,catholicism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
47,athletic,graduated from masters program,white,72,150000,computer / hardware / software,straight,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,single
27,fit,graduated from two-year college,white,72,40000,sales / marketing / biz dev,straight,atheism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
44,,dropped out of space camp,"black, white",72,80000,entertainment / media,straight,buddhism and somewhat serious about it,m,aquarius and it&rsquo;s fun to think about,single
26,fit,graduated from college/university,white,72,50000,computer / hardware / software,straight,,m,aries,single
41,average,two-year college,black,75,70000,transportation,straight,christianity,m,leo,available
31,average,graduated from college/university,white,71,20000,computer / hardware / software,bisexual,atheism and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,seeing someone
22,thin,working on college/university,"white, other",78,20000,student,gay,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,single
37,athletic,graduated from college/university,other,68,70000,hospitality / travel,straight,other,m,aries and it&rsquo;s fun to think about,single
38,athletic,graduated from masters program,white,72,80000,political / government,straight,,m,scorpio,single
26,average,graduated from law school,white,66,20000,unemployed,gay,judaism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,single
38,athletic,graduated from ph.d program,"middle eastern, white, other",69,100000,,straight,,m,,single
38,fit,,"middle eastern, white, other",69,100000,medicine / health,straight,,m,,single
28,average,working on college/university,white,61,50000,other,bisexual,other and laughing about it,f,libra and it&rsquo;s fun to think about,single
43,fit,graduated from college/university,,79,100000,entertainment / media,straight,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,single
29,athletic,graduated from college/university,other,72,20000,hospitality / travel,straight,other and laughing about it,m,virgo and it&rsquo;s fun to think about,single
27,curvy,graduated from college/university,white,65,60000,sales / marketing / biz dev,straight,other,f,virgo and it&rsquo;s fun to think about,single
43,fit,graduated from masters program,black,76,80000,executive / management,straight,,m,aries,single
33,curvy,working on college/university,,65,50000,clerical / administrative,straight,christianity,f,libra and it&rsquo;s fun to think about,single
66,a little extra,graduated from high school,white,67,70000,construction / craftsmanship,straight,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
20,thin,working on college/university,white,68,20000,artistic / musical / writer,straight,atheism,m,leo and it&rsquo;s fun to think about,single
31,athletic,graduated from college/university,white,70,60000,other,straight,agnosticism and laughing about it,m,aquarius but it doesn&rsquo;t matter,single
29,average,graduated from two-year college,white,71,40000,sales / marketing / biz dev,straight,other and laughing about it,m,scorpio but it doesn&rsquo;t matter,single
53,fit,graduated from masters program,black,64,60000,education / academia,straight,,f,cancer,single
24,a little extra,graduated from college/university,white,71,20000,entertainment / media,straight,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,single
27,athletic,working on med school,white,71,40000,,straight,buddhism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,single
30,athletic,working on college/university,white,72,60000,executive / management,straight,catholicism but not too serious about it,m,leo and it&rsquo;s fun to think about,single
25,athletic,graduated from masters program,pacific islander,65,80000,medicine / health,straight,,m,,single
24,curvy,working on college/university,white,68,30000,other,bisexual,atheism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,single
27,fit,working on college/university,black,73,40000,other,straight,,m,virgo but it doesn&rsquo;t matter,single
26,curvy,working on college/university,white,66,20000,computer / hardware / software,bisexual,atheism and laughing about it,f,libra but it doesn&rsquo;t matter,seeing someone
23,thin,working on college/university,asian,71,20000,student,straight,atheism and somewhat serious about it,m,capricorn but it doesn&rsquo;t matter,single
20,fit,working on college/university,asian,70,50000,student,straight,atheism,m,capricorn,single
25,full figured,working on two-year college,white,75,20000,student,straight,other and laughing about it,m,virgo but it doesn&rsquo;t matter,single
40,,graduated from masters program,white,65,20000,education / academia,straight,,f,taurus and it&rsquo;s fun to think about,single
45,athletic,graduated from masters program,white,72,60000,artistic / musical / writer,straight,agnosticism,m,cancer,single
34,average,graduated from masters program,white,71,50000,education / academia,straight,agnosticism and somewhat serious about it,m,sagittarius,single
40,curvy,graduated from masters program,white,68,30000,medicine / health,straight,other but not too serious about it,f,taurus and it&rsquo;s fun to think about,single
39,athletic,graduated from college/university,white,75,50000,construction / craftsmanship,straight,,m,sagittarius and it&rsquo;s fun to think about,available
37,full figured,graduated from masters program,white,71,60000,education / academia,straight,catholicism and laughing about it,f,cancer,single
21,athletic,working on college/university,white,72,20000,sales / marketing / biz dev,straight,christianity,m,,single
49,average,graduated from two-year college,white,69,100000,military,straight,atheism and laughing about it,m,leo but it doesn&rsquo;t matter,single
25,athletic,graduated from college/university,white,75,80000,banking / financial / real estate,straight,christianity but not too serious about it,m,,single
44,a little extra,,white,69,100000,transportation,straight,christianity but not too serious about it,m,virgo and it&rsquo;s fun to think about,single
24,fit,working on space camp,white,70,80000,entertainment / media,straight,agnosticism,m,sagittarius but it doesn&rsquo;t matter,available
24,fit,working on college/university,middle eastern,68,100000,other,straight,islam but not too serious about it,m,libra but it doesn&rsquo;t matter,single
25,,graduated from college/university,white,68,100000,sales / marketing / biz dev,straight,judaism but not too serious about it,m,,single
36,athletic,graduated from college/university,white,73,80000,law / legal services,straight,catholicism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
30,fit,graduated from college/university,other,70,20000,hospitality / travel,straight,atheism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
39,full figured,graduated from college/university,white,70,50000,education / academia,straight,catholicism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,single
21,athletic,working on two-year college,white,75,20000,student,straight,atheism and laughing about it,m,virgo and it&rsquo;s fun to think about,single
25,average,working on college/university,white,71,20000,student,straight,other and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,single
27,a little extra,graduated from high school,"asian, white",73,20000,other,straight,agnosticism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
36,athletic,graduated from med school,,71,70000,medicine / health,straight,buddhism,m,libra,single
34,athletic,graduated from two-year college,"white, other",72,70000,clerical / administrative,straight,other but not too serious about it,m,pisces but it doesn&rsquo;t matter,single
24,fit,working on college/university,"middle eastern, white",65,20000,student,straight,other,m,aries but it doesn&rsquo;t matter,single
23,fit,working on two-year college,white,72,20000,medicine / health,straight,christianity and laughing about it,m,leo and it&rsquo;s fun to think about,single
43,athletic,graduated from college/university,white,65,20000,other,bisexual,,f,leo and it&rsquo;s fun to think about,single
20,athletic,graduated from high school,black,61,20000,computer / hardware / software,straight,christianity but not too serious about it,m,libra but it doesn&rsquo;t matter,single
35,thin,,"black, native american",71,50000,artistic / musical / writer,straight,other and very serious about it,m,capricorn but it doesn&rsquo;t matter,single
28,average,graduated from masters program,other,72,100000,science / tech / engineering,straight,,m,,single
27,athletic,graduated from college/university,,72,30000,science / tech / engineering,straight,,m,aquarius,single
26,fit,graduated from college/university,"white, other",75,20000,artistic / musical / writer,bisexual,other and laughing about it,m,scorpio but it doesn&rsquo;t matter,available
37,average,graduated from masters program,white,72,100000,computer / hardware / software,gay,atheism and very serious about it,m,taurus but it doesn&rsquo;t matter,married
29,fit,dropped out of college/university,"pacific islander, hispanic / latin, white, other",67,150000,transportation,straight,catholicism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
28,fit,graduated from college/university,white,72,50000,artistic / musical / writer,gay,atheism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,seeing someone
25,skinny,graduated from college/university,white,70,20000,rather not say,straight,other and very serious about it,m,pisces and it&rsquo;s fun to think about,available
30,athletic,graduated from masters program,white,72,50000,science / tech / engineering,straight,,m,pisces and it&rsquo;s fun to think about,single
47,,dropped out of college/university,asian,69,30000,other,straight,buddhism but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
24,skinny,,middle eastern,73,20000,artistic / musical / writer,straight,other and laughing about it,m,,single
29,overweight,graduated from college/university,white,65,20000,clerical / administrative,straight,christianity and somewhat serious about it,f,aries but it doesn&rsquo;t matter,single
32,fit,graduated from law school,white,74,100000,executive / management,straight,,m,,single
25,average,dropped out of space camp,white,70,100000,other,straight,other and laughing about it,m,,single
34,athletic,graduated from masters program,white,70,100000,medicine / health,straight,christianity,m,virgo and it&rsquo;s fun to think about,single
34,,graduated from college/university,white,71,30000,entertainment / media,straight,other,m,scorpio and it&rsquo;s fun to think about,single
28,average,working on med school,hispanic / latin,64,20000,medicine / health,straight,christianity and very serious about it,f,leo but it doesn&rsquo;t matter,single
26,average,working on college/university,"white, other",63,20000,other,straight,atheism and somewhat serious about it,f,leo and it&rsquo;s fun to think about,seeing someone
23,skinny,dropped out of two-year college,white,75,20000,other,straight,other and very serious about it,m,scorpio but it doesn&rsquo;t matter,single
28,thin,graduated from law school,white,63,20000,unemployed,straight,,f,libra,single
28,a little extra,college/university,white,72,100000,computer / hardware / software,straight,agnosticism,m,taurus,single
36,athletic,graduated from space camp,indian,70,150000,entertainment / media,straight,agnosticism,m,capricorn but it doesn&rsquo;t matter,single
21,thin,graduated from high school,white,74,20000,military,straight,other and laughing about it,m,taurus but it doesn&rsquo;t matter,single
52,average,graduated from masters program,white,60,80000,medicine / health,straight,judaism but not too serious about it,f,cancer but it doesn&rsquo;t matter,single
55,average,graduated from high school,white,70,80000,computer / hardware / software,straight,other and laughing about it,m,taurus but it doesn&rsquo;t matter,single
38,curvy,,white,62,50000,,straight,,f,virgo and it&rsquo;s fun to think about,single
28,average,graduated from two-year college,"hispanic / latin, white",68,40000,science / tech / engineering,straight,agnosticism,m,libra and it&rsquo;s fun to think about,single
26,fit,graduated from masters program,white,75,60000,artistic / musical / writer,straight,atheism and somewhat serious about it,m,pisces and it&rsquo;s fun to think about,single
27,fit,graduated from college/university,white,70,100000,banking / financial / real estate,straight,catholicism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
33,average,graduated from college/university,asian,65,100000,computer / hardware / software,straight,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,single
33,fit,working on space camp,other,70,50000,artistic / musical / writer,straight,other and laughing about it,f,leo and it&rsquo;s fun to think about,single
54,average,graduated from ph.d program,"hispanic / latin, white",63,100000,other,gay,buddhism,f,capricorn,single
29,fit,graduated from college/university,white,68,60000,science / tech / engineering,straight,,f,gemini but it doesn&rsquo;t matter,single
24,full figured,graduated from college/university,white,67,40000,hospitality / travel,straight,,f,libra but it doesn&rsquo;t matter,single
23,fit,working on two-year college,"pacific islander, white",73,20000,other,straight,atheism and laughing about it,m,virgo and it&rsquo;s fun to think about,single
37,average,graduated from college/university,white,70,150000,sales / marketing / biz dev,straight,,m,cancer and it&rsquo;s fun to think about,single
35,a little extra,dropped out of two-year college,white,74,50000,other,straight,catholicism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
